iso_code	sil_code	wals_code	population	raw_population
rmy	RMY	rlo	1497846	241,617 in Romania (2002 census). 6,000,000 to 11,000,000 all Gypsies in the world (1987 Ian Hancock). Population total all countries: 1,497,846.
rng	RON	rga	727565	640,947 in Mozambique (2000 WCD). Population total all countries: 727,565.
rog	ROG	rgn	52931	52,931 (2002).
roh	RHE	rmc	40000	40,000 (1990 census).
roh	RHE	rsc	40000	40,000 (1990 census).
roh	RHE	rsm	40000	40,000 (1990 census).
roh	RHE	rsu	40000	40,000 (1990 census).
ron	RUM	mol	23498367	19,741,356 in Romania (2002 census). Population total all countries: 23,498,367.
ron	RUM	rom	23498367	19,741,356 in Romania (2002 census). Population total all countries: 23,498,367.
roo	ROO	rtk	4320	4,320 (1981 Wurm and Hattori).
rop	ROP	knq	10000	10,000 (1991 B. Borneman SIL).
rou	ROU	run	42979	21,479 in Chad (1993 census). Population total all countries: 42,979.
rro	RRO	ror	15000	15,000 (2000 census).
rsl	RSL	rsl	No	No estimate available.
rth	RTH	tor	30000	30,000 (1989).
rtm	RTM	rot	9000	9,000 (1991 UBS). Population includes 2,500 on Rotuma, 300 overseas (1990 J. Vamarasi).
rug	RUG	rov	9871	9,871 (1999 SIL).
run	RUD	rnd	4850903	4,600,000 in Burundi (1986). Population total all countries: 4,850,903.
rus	RUS	rus	145031551	117,863,645 in Russia (2000 WCD). Population total all countries: 145,031,551.
rut	RUT	rut	20111	20,000 in Russia (1993 UBS). Population total all countries: 20,111. Ethnic population: 19,503 in Russia (1989 census).
rwa	RWA	pok	640	640 (2003 SIL).
rwo	RWO	rwa	11500	11,500 (1998 SIL). Population includes 7,000 Rawa and 4,500 Karo.
sab	SAB	bgl	2500	2,500 (1986 SIL).
sac	SAC	fox	200	200 to 300 (2001 Goddard). A handful of Sauk speakers (2000 Ives Goddard). Ethnic population: 1,200.
sad	SBR	sdw	40000	40,000 (2000).
sag	SAJ	san	404000	350,000 in Central African Republic (1988 census). Population includes 24,573 Sango Riverain. Population total all countries: 404,000.
sah	UKT	ykt	363000	363,000 (1993 UBS). Ethnic population: 382,000.
saj	SUX	sah	7500	7,500 (1987 Voorhoeve and Visser). Population includes 3,500 in Tala'i, 4,000 in Pa'disua.
sat	SNT	stl	6156260	5,959,000 in India (1997). Population total all countries: 6,156,260.
sba	SBA	ngm	750000	750,000 in Chad (1999 SIL).
sbc	SBC	kel	600	600 (1982 SIL).
sbe	SBE	slb	2300	2,300 (2000 Oetzel).
sbf	SBF	shb	400	400 to 500 (2000 M. Brenzinger). Ethnic population: 600 or more (2000).
sbs	SBS	sub	41985	24,500 in Namibia (1991). Population total all countries: 41,985.
sbu	SBU	tod	2500	2,500 (1996).
sce	SCE	sta	250000	250,000 (1999 Junast). About 80,000 monolinguals. Half in the Suonanba dialect. Ethnic population: 373,872 (1990 census).
scl	SCL	sna	321000	300,000 in Pakistan (1981 census). Population total all countries: 321,000.
scs	SCS	sla	790	790 (2001 SIL). Ethnic population: 1,600 (1995 Michael Krauss).
sda	SDA	trd	500000	500,000 (1990 UBS).
sdg	SDG	sav	3000	3,000 in Afghanistan (1983).
sdn	SDN	smd	No	No estimate available.
sdo	SDO	mta	34600	34,600 in Malaysia (1981 Wurm and Hattori).
sdp	SDP	shd	3100	3,100 (2001).
sea	SEA	smj	18327	18,327 (2000 D. Bradley). Ethnic population: 18,327 (2000 D. Bradley).
sed	SED	sed	101434	100,648 in Viet Nam (1999 census). Population total all countries: 101,434.
see	SEE	snc	175	150 in the USA (1997 Wallace Chafe). Population total all countries: 175. Ethnic population: 6,241 (1997 W. Chafe).
sef	SEF	snd	862000	862,000 (1993 SIL).
seh	SEH	sen	876570	876,570 (1997 census). 86,000 Podzo in Mozambique (1993 Johnstone).
sei	SEI	ser	800	800 (2000 SIL). The population was 215 in 1951.
sel	SAK	skp	1570	1,570 (1994 Salminen, 1994 Janhunen). Northern Sel'kup has 1,400 speakers out of 1,700, Central Sel'kup has 150 speakers out of 1,700, Southern Sel'kup has 20 speakers out of 200. Ethnic population: 3,600.
ser	SER	srr	1	1 (1994 Coker).
ses	SON	kse	400000	400,000 (1999 Dan Stauffer).
set	SET	snt	30000	30,000 (1996 SIL). Few monolinguals.
sey	SEY	sec	434	290 in Ecuador. Population includes 170 Secoya Angotero, 120 Ecuadorian Siona. Population total all countries: 434. Ethnic population: 297 (1987 Vickers).
sgh	SGH	rsh	60000	40,000 in Tajikistan (1975 SIL). Population includes 20,000 Shugan, 1,500 to 2,000 Oroshor, 15,000 Rushan. Population total all countries: 60,000. Ethnic population: 73,000 (1990 A. E. Kibrik) including 50,000 Shugni, 2,000 Oroshor, 18,000 Rushan, 800 Khufi, 3,000 Bartang.
sgl	SGL	ish	1500	1,000 in Afghanistan. Population total all countries: 1,500. Ethnic population: 1,000 in Afghanistan (1990 A. E. Kibrik).
sgz	SGZ	sur	3000	3,000 (1991 SIL).
shb	SHB	shi	566	466 in Brazil (1976 UFM). Most are monolingual. Population includes 236 in southern dialect, 230 in northern dialect. Population total all countries: 566.
shh	SHH	sho	2284	2,284 (1990 census). Ethnic population: 7,000 (1977 SIL).
shh	SHH	swr	2284	2,284 (1990 census). Ethnic population: 7,000 (1977 SIL).
shi	SHI	tas	3000000	3,000,000 in Morocco (1998).
shj	SHJ	sht	15000	15,000 (1984 R. C. Stevenson).
shk	SHK	shl	175000	175,000 (1982 SIL).
shm	SHM	klr	No	No estimate available.
shn	SJN	sha	3260000	3,200,000 in Myanmar (2001 Johnstone and Mandryk). Population includes 350,000 Tai Mao (1990 A. Diller ANU). Population total all countries: 3,260,000.
shp	SHP	shk	26000	26,000 (2003 SIL).
shs	SHS	shu	500	500 (2002 Poser). Ethnic population: 6,500 (1990 M.D. Kinkade).
sht	SHT	shs	Extinct	Extinct. Ethnic population: 12 (1990 census).
shu	SHU	abb	986190	754,590 in Chad. Population total all countries: 986,190.
shu	SHU	arn	986190	754,590 in Chad. Population total all countries: 986,190.
shv	SHV	jib	25000	25,000 (1993 census).
shy	SHY	bch	1400000	1,400,000 (1993).
sif	SIF	sme	40000	20,000 in Burkina Faso (1999). Population total all countries: 40,000.
sin	SNH	snh	13220256	13,190,000 in Sri Lanka (1993). Population total all countries: 13,220,256.
sip	SIP	skk	28600	28,600 (1996).
sis	SIS	siu	Extinct	Extinct.
siw	SIW	mot	6600	6,600. Population includes 600 in Baitsi.
siz	SIZ	bsi	5000	5,000 (1995).
sja	SJA	epe	8050	8,000 in Colombia (2000 SIL). Population total all countries: 8,050.
sjd	LPD	ski	800	800 (2000 T. Salminen). 1,900 Saami in Russia (1995 M. Krauss). Ethnic population: 1,000 (1995 M. Krauss).
sjg	SUN	sug	38479	23,479 in Chad (1993 census). Population total all countries: 38,479.
sjr	SJR	sir	2076	2,076 (2000 census).
sjw	SJW	shw	200	200 (2002 Pearson). Ethnic population: 2,500.
skb	SKB	sae	25000	14,000 in Laos (1990 Diller). Population total all countries: 25,000.
skd	SKD	mss	7	7 Southern Central Sierra Miwok (1994 L. Hinton).
skh	SKH	skl	20000	20000
ski	SKI	sik	175000	175,000 (1990 E.D. Lewis).
sku	SKU	sak	1500	1,500 (1983 SIL).
skv	SKV	sko	700	700 (1999 M. Donohue).
slc	SLC	sba	1555	1,305 in Colombia (1993 census). Population total all countries: 1,555.
slh	SLH	sps	107	107 (1990 census). 5 monolinguals. Ethnic population: 2,000 (1977 SIL).
slk	SLO	svk	5011120	4,865,450 in Slovakia (1990 WA). Population total all countries: 5,011,120.
sll	SLL	syu	6500	6,500 (1981 Wurm and Hattori).
sln	SAL	sal	Extinct	Extinct. Ethnic population: Hundreds (1997 K. Turner).
slp	SLP	lmh	150000	150,000 (1997 Grimes, Therik, Grimes, Jacob).
slr	SLR	slr	60000	60,000 (2002). Under 20,000 monolinguals. Ethnic population: 113,000.
slu	SLU	sru	8000	8,000 (2001 SIL).
slv	SLV	slo	1984775	1,727,360 in Slovenia (1991 census). Population total all countries: 1,984,775.
sly	SLY	sly	90000	90,000 (1983 SIL).
slz	SLZ	mya	4000	4,000 (2001 Remijsen).
sma	LPC	scs	600	300 in Sweden(1995 M. Krauss). Population total all countries: 600. Ethnic population: 600 in Sweden.
sme	LPR	sno	21000	15,000 in Norway (1995 M. Krauss). Population total all countries: 21,000. Ethnic population: 30,000 to 40,000 in Norway (1995 M. Krauss).
smk	SMK	biq	50000	50,000 (1990). 500 monolinguals.
smo	SMY	sam	370337	199,377 in Samoa (1999). Population total all countries: 370,337.
smq	SMQ	nmd	900	900 (2001 SIL).
smr	SMR	sim	100000	100,000 (1981 Wurm and Hattori).
sna	SHD	krg	10704222	10,663,000 in Zimbabwe. Population includes 4,500,000 Karanga (2000 Chebanne), 1,700,000 Korekore (2000 Chebanne), 3,200,000 Zezuru (2000 Chebanne), 1,300,000 Shona. Population total all countries: 10,704,222.
sna	SHD	shn	10704222	10,663,000 in Zimbabwe. Population includes 4,500,000 Karanga (2000 Chebanne), 1,700,000 Korekore (2000 Chebanne), 3,200,000 Zezuru (2000 Chebanne), 1,300,000 Shona. Population total all countries: 10,704,222.
snc	SNC	sng	15000	15,000 (1991 SIL).
snd	SND	sdh	21362000	18,500,000 in Pakistan (2001 Johnstone and Mandryk). Population includes 1,200,000 Hindu Sindhi (1986). Population total all countries: 21,362,000.
snf	SNF	noo	29825	29,825 (2002).
snk	SNN	snn	1096795	700,000 in Mali (1991). Population includes 125,000 Diawara (1991 Vanderaa), 374,042 first-language Marka speakers (1987 census). Population total all countries: 1,096,795.
snn	SIN	sin	550	300 in Colombia (1982 SIL). Population total all countries: 550.
snp	SNP	sia	28978	28,978 (2000 census).
snq	SNQ	sgu	20911	20,911 (2000 WCD).
snv	SNV	sab	1959	1,111 in Malaysia (2000 WCD). Population total all countries: 1,959.
sob	SOB	sob	1000	1,000 (2000 Wurm). Ethnic population: 1,850 (2000 D. Tryon).
som	SOM	som	12653480	7,784,434 in Somalia (2000 WCD). Population total all countries: 12,653,480.
sop	SOP	sge	1000000	1,000,000 (1991 WA). Population includes 150,000 in Western Kalebwe (1982 UBS).
sot	SSO	ses	4874197	1,770,000 in Lesotho (2001 Johnstone and Mandryk). Population total all countries: 4,874,197.
sov	SOV	son	600	600 in Palau (1981 Wurm and Hattori). Approximately 60 on the outer islands: Sonsoral 29, Pulo Anna 25, Merir 5. The number of outer islanders resident on the main island of Palau is unclear from the 1990 census.
spa	SPN	spa	322299171	28,173,600 in Spain (1986). Population total all countries: 322,299,171.
spa	SPN	spc	322299171	28,173,600 in Spain (1986). Population total all countries: 322,299,171.
spl	SEL	slp	7000	7,000 (1988 SIL).
spo	SPO	spo	50	50 (1990). Ethnic population: 1,000 (1977 SIL).
spp	SPP	sup	364000	364,000 (1991).
sps	SPS	taf	1400	1,400 (1998 SIL).
spu	SPU	sap	2400	2,400 (1981).
sqt	SQT	soq	64000	57,000 in Yemen (1990 census). Population total all countries: 64,000.
squ	SQU	squ	15	15 (2002 Poser). Ethnic population: 2,300.
srb	SRB	sor	288000	288,000 (1997).
sri	SRI	sri	347	337 in Colombia (2001 WCD). Population total all countries: 347.
srl	SRL	isi	1800	1,800 (2000 Wurm).
srm	SRM	srm	26000	23,000 in Suriname (1995 SIL). Population includes 1,000 Matawari. Population total all countries: 26,000.
srn	SRN	sra	126400	120,000 in Suriname (1993). Population total all countries: 126,400.
sro	SRO	srd	345180	345,180 (2000 WCD).
srq	SRQ	srn	399	399 (2000 W. Adelaar). 50 monolinguals. Ethnic population: 419 (2000 W. Adelaar) to over 600 (2000 P. Priest SIL).
srs	SRS	src	50	50 (1991 M. Dale Kinkade). Ethnic population: 600 (1977 SIL).
ssb	SIT	bjs	140000	120,000 in the Philippines (2000). 5,000 to 10,000 monolinguals. Population total all countries: 140,000.
ssd	SSD	sro	1309	1,309 (2003 SIL).
sse	SSE	sbg	40000	10,000 in the Philippines (2002 SIL). Population total all countries: 40,000.
ssf	SSF	thw	5	5 to 6 (2000 Wurm). Ethnic population: 248 (1989).
ssl	SSL	ssa	30000	30,000 (2003 GILLBT).
ssn	SSN	orw	5000	5,000 (1980 SIL).
ssp	SSP	lse	102000	102,000 (1994). 20,000 members of deaf associations (1986 Gallaudet University).
sst	SST	tba	50079	50,079 (1981 Wurm and Hattori).
ssw	SWZ	swt	1706924	650,000 in Swaziland (1993 Johnstone). Population total all countries: 1,706,924.
ssy	SSY	sao	202759	180,000 in Eritrea (2001 Johnstone and Mandryk). Population total all countries: 202,759.
stc	STC	nbk	5899	5,899 (1999 SIL). Population includes 4,276 Londai and 1,623 Nea.
sti	STI	sti	6059	Population total all countries: 6,059.
sto	STO	sto	1000	1,000 to 1,500 (1987 SIL). Ethnic population: 3,200 (1987 SIL).
stp	STP	tps	9937	9,937 (2000 WCD).
str	STR	lum	20	20 in Canada (2002 Poser). Ethnic population: 3,000 (1977 SIL).
str	STR	sch	20	20 in Canada (2002 Poser). Ethnic population: 3,000 (1977 SIL).
str	STR	sss	20	20 in Canada (2002 Poser). Ethnic population: 3,000 (1977 SIL).
str	STR	sst	20	20 in Canada (2002 Poser). Ethnic population: 3,000 (1977 SIL).
str	STR	sgs	20	20 in Canada (2002 Poser). Ethnic population: 3,000 (1977 SIL).
str	STR	soo	20	20 in Canada (2002 Poser). Ethnic population: 3,000 (1977 SIL).
stt	STT	sti	No	No estimate available.
sua	SLK	sul	2500	2,500 (1991 SIL).
sue	SUE	sue	3000	3,000 (2000 SIL). Ethnic population: 3,000 (2000 SIL).
sui	SUI	suk	3512	3,512 (2003 SIL).
suk	SUA	skm	3200000	3,200,000 (2001 Johnstone and Mandryk).
sum	SUM	sum	7400	6,700 in Nicaragua (1982 Mesoamerica). Population total all countries: 7,400.
sun	SUO	sun	27000000	27,000,000 (1990 Clynes).
suq	SUQ	cai	20622	19,622 in Ethiopia (1998 census). 19,269 monolinguals. Population total all countries: 20,622. Ethnic population: 19,632 (1998 census).
suq	SUQ	trm	20622	19,622 in Ethiopia (1998 census). 19,269 monolinguals. Population total all countries: 20,622. Ethnic population: 19,632 (1998 census).
sur	SUR	mup	295000	295,000 (1993 SIL).
sus	SUD	sus	1029380	905,500 in Guinea (2001 Johnstone and Mandryk). Population total all countries: 1,029,380.
suv	SUV	slg	5443	5,443 (1991 census).
sva	SVA	sva	15000	15,000 (2000 A. E. Kibrik). Ethnic population: 15,000 (2000 A. E. Kibrik).
svs	SVS	svs	2415	2,415 (1999 SIL).
swb	SWB	com	350702	228,896 in Comoros (2004). Population includes Shingazidja Comorian. Population total all countries: 350,702.
swe	SWD	swe	8789835	7,825,000 in Sweden (1986). Population includes 5,000 speakers of Gutniska (1998 Sven Håkansson). Population total all countries: 8,789,835.
swe	SWD	swv	8789835	7,825,000 in Sweden (1986). Population includes 5,000 speakers of Gutniska (1998 Sven Håkansson). Population total all countries: 8,789,835.
swh	SWA	swa	772642	540,837 in Tanzania (2000 WCD). 313,200 monolinguals. Population total all countries: 772,642.
swi	SWI	sui	200120	200,000 in China (1999 Zeng Xiaoyu). 100,000 monolinguals. Population total all countries: 200,120. Ethnic population: 200,000 or more (1999 Zeng Xiaoyu).
swl	SWL	svt	8000	8,000 deaf primary users, and the first language of many hearing children of deaf parents (1986 Gallaudet Univ.).
swt	SWT	tgp	3000	3,000 (1997 Grimes, Therik, Grimes, Jacob).
sxn	SAN	sgr	255000	200,000 in Indonesia (1995 Indonesian Consul, Davao, Philippines). Population includes 50,000 Siau. Population total all countries: 255,000.
sza	SZA	sml	2932	2,932 (2000 D. Bradley). Ethnic population: 2,932 (2000 D. Bradley).
szg	SZG	sgl	17000	17,000 (2002).
szp	SZP	ina	1100	1,100 (1987 SIL).
szw	SZW	swi	12000	12,000 (2000 R. Whisler). Few monolinguals.
taa	TAA	tnl	30	30 (1995 M. Krauss). Ethnic population: 380 (1995 M. Krauss).
tab	TAB	tbs	95905	95,000 in Russia (1993 UBS). Population total all countries: 95,905. Ethnic population: 98,000 in Russia.
tac	TAC	twe	15000	15,000 (1990 census).
tae	TAE	tar	100	100 in Brazil (1996 A. Aikhenvald). Ethnic population: 1,500 in Brazil (1985 Rodrigues).
tah	THT	tah	124262	117,000 in French Polynesia (1977 census). Population includes several thousand non-Tahitians. Population total all countries: 124,262.
taj	TAJ	tam	773257	759,257 in Nepal (2000 WCD). Population total all countries: 773,257.
tam	TCV	tml	66020200	61,527,000 in India (1997). Population total all countries: 66,020,200.
tam	TCV	tsp	66020200	61,527,000 in India (1997). Population total all countries: 66,020,200.
tan	TAN	tan	130000	130,000 (1995 CAPRO).
tao	YMI	ymi	3384	3,384 (2002 Council of Indigenous Peoples, Executive Yuan, ROC). Ethnic population: 3,384.
tap	TAP	tbw	310000	250,000 in Democratic Republic of the Congo (1972 Barrett). Population total all countries: 310,000.
tar	TAR	tce	55000	55,000 (2000 SIL). 10,000 are monolingual.
tat	TTR	tvo	1610032	464,669 in Russia (2000). Population total all countries: 1,610,032. Ethnic population: 6,645,588 in the former USSR (1989 census).
tat	TTR	ttb	1610032	464,669 in Russia (2000). Population total all countries: 1,610,032. Ethnic population: 6,645,588 in the former USSR (1989 census).
tat	TTR	tmi	1610032	464,669 in Russia (2000). Population total all countries: 1,610,032. Ethnic population: 6,645,588 in the former USSR (1989 census).
tav	TAV	tty	350	350 (1983 SIL).
tay	TAY	ata	84330	84,330 (2002 Council of Indigenous Peoples, Executive Yuan, ROC). Ethnic population: 78,957 (1989 govt. figure), including 50 Mayrinax speakers left (2000 L.M. Huang).
tba	TBA	aik	90	90 (1986 SIL).
tbc	TBC	tak	19619	19,619 (2003 SIL).
tbd	TBD	kae	512	512 (2000 census).
tbg	TBG	trr	6000	6,000 (2003 SIL).
tbh	TBH	dhw	Extinct	Extinct.
tbi	TBI	igs	67166	67,166 (2000 WCD).
tbl	TBL	tbo	95323	95,323 (2000 WCD). 10,000 monolinguals. Ethnic population: 100,000 to 120,000.
tbo	TBO	taw	20000	20,000 (2000 census).
tbu	TBU	tub	Extinct	Extinct.
tbw	TBW	tgb	10000	10,000 (2002 SIL). 5% monolinguals.
tby	TBY	tbr	15000	15,000 (1991 SIL).
tca	TCA	tic	41000	25,000 in Brazil (2000 SIL). Population total all countries: 41,000.
tcb	TCB	tnc	35	35 (1997 G. Holton). Population includes 3 in the Healy Lake dialect, 32 in Mansfield-Ketchumstuck. Ethnic population: 120 (1997 G. Holton).
tcc	TCC	dat	87798	87,798 (2000 WCD).
tcg	TCG	tmg	3500	3,500 (1987 SIL).
tcs	TCS	bro	23400	23,400 (1989 J. Holm).
tcx	TCX	tda	600	600 (2000). Ethnic population: 1,413 (2000 WCD).
tcy	TCY	tul	1949000	1,949,000 (1997). 636,123 monolinguals (1981).
tcz	TCZ	thd	151300	125,100 in India. Population total all countries: 151,300.
tdh	TDH	thu	33313	30,000 in Nepal (2003). Population total all countries: 33,313.
tdn	TDN	tno	80000	80,000 in Indonesia (1991 Noorduyn).
tds	TDS	dou	70	70 to 100 (2000 Wurm). Ethnic population: 335 (1993 R. Doriot UFM).
tea	TMH	tmr	11593	11,593 (2000 D. Bradley). Ethnic population: 11,593 (2000 D. Bradley).
tee	TEE	tep	3000	3,000 (1982 SIL).
teh	TEH	teh	4	4 (2000 W. Adelaar). Ethnic population: 200 (2000 W. Adelaar).
tel	TCW	tel	69688278	69,634,000 in India (1997). Population total all countries: 69,688,278.
tem	TEJ	tne	1200000	1,200,000 (1989 J. Kaiser).
teo	TEO	tes	1278537	999,537 in Uganda (1991 census). Population total all countries: 1,278,537.
tep	TEP	tpc	Extinct	Extinct.
teq	TEQ	tmn	10000	10,000 (1984 R. C. Stevenson).
ter	TEA	trn	15000	15,000 (1991 SIL).
tet	TTM	ttn	450000	400,000 in Indonesia (2004). Population total all countries: 450,000.
teu	TEU	so	5000	5,000 (1972 Ladefoged et al.).
tew	TEW	tew	1298	1,298 (1980 census). 18 monolinguals (1990 census). Population includes 50 Nambe speakers, 25 Pojoaque, 349 San Ildefonso, 495 San Juan, 207 Santa Clara, 172 Tesuque (1980 census). Ethnic population: 2,383 including 175 Nambe, 37 Pojoaque, 478 San Ildefonso, 1,146 San Juan, 318 Santa Clara, 229 Tesuque (1980 census).
tew	TEW	trg	1298	1,298 (1980 census). 18 monolinguals (1990 census). Population includes 50 Nambe speakers, 25 Pojoaque, 349 San Ildefonso, 495 San Juan, 207 Santa Clara, 172 Tesuque (1980 census). Ethnic population: 2,383 including 175 Nambe, 37 Pojoaque, 478 San Ildefonso, 1,146 San Juan, 318 Santa Clara, 229 Tesuque (1980 census).
tew	TEW	tsj	1298	1,298 (1980 census). 18 monolinguals (1990 census). Population includes 50 Nambe speakers, 25 Pojoaque, 349 San Ildefonso, 495 San Juan, 207 Santa Clara, 172 Tesuque (1980 census). Ethnic population: 2,383 including 175 Nambe, 37 Pojoaque, 478 San Ildefonso, 1,146 San Juan, 318 Santa Clara, 229 Tesuque (1980 census).
tex	TEX	ten	4000	4,000 (1994 SIL).
tfn	TFN	tnj	75	75 (1997 M. Krauss). Ethnic population: 900 (1997 M. Krauss).
tfr	TFR	trb	3005	3,000 in Panama (1996 SIL). Population total all countries: 3,005.
tft	TFT	trt	42000	42,000 (1981 Wurm and Hattori).
tgc	TGC	tgk	6000	6,000 (1991 SIL).
tge	TGE	tam	3977	3,977 (2000 WCD).
tgg	TGG	tga	5800	5,800 (1990 SIL).
tgk	PET	taj	4380212	3,344,720 in Tajikistan (1991). Population total all countries: 4,380,212.
tgl	TGL	tag	15900098	14,486,888 in the Philippines (1995 census). Population total all countries: 15,900,098.
tgo	TGO	sud	2000	2,000 (1987 SIL).
tha	THJ	tha	20229987	20,182,571 in Thailand (2000 WCD). Population includes 400,000 Khorat (1984). 4,704,000 mother-tongue Thai speakers who are ethnic Chinese, or 80% of the Chinese (1984). Population total all countries: 20,229,987.
thd	THD	thy	150	150 (1991 SIL). Ethnic population: 350 (1982 A. Hall).
thf	THF	thn	19291	18,991 in Nepal (2001 census). Population total all countries: 19,291. Ethnic population: 22,999.
thp	THP	tho	595	595 (1998 Statistics Canada). Ethnic population: 3,000 (1977 SIL).
ths	THS	thk	6441	6,441 (2001 census). Ethnic population: 12,973 (2001 census).
thv	THV	tug	62000	25,000 in Algeria (1987). Population includes 20,000 Hoggar, 5,000 Ghat. Population total all countries: 62,000.
thv	THV	tai	62000	25,000 in Algeria (1987). Population includes 20,000 Hoggar, 5,000 Ghat. Population total all countries: 62,000.
thv	THV	tgh	62000	25,000 in Algeria (1987). Population includes 20,000 Hoggar, 5,000 Ghat. Population total all countries: 62,000.
tif	TIF	tif	3600	3,600 (2003 SIL).
tig	TIE	tgr	800000	800,000 in Eritrea (1997 census).
tig	TIE	tbe	800000	800,000 in Eritrea (1997 census).
tih	TIH	tim	12098	12,098 (2000 WCD). Population includes 1,200 to 1,700 in Beaufort Murut (1982 SIL).
tik	TIK	tik	25000	25,000 (1989 SIL).
til	TIL	til	Extinct	Extinct.
tin	TIN	tnd	6693	6,693 (2000 WCD).
tio	TIO	teo	5000	5,000 (1991 SIL).
tir	TGN	tig	4449875	3,224,875 in Ethiopia (1998 census). 2,819,755 monolinguals. Population total all countries: 4,449,875. Ethnic population: 3,284,568 (1998 census).
tiv	TIV	tiv	2212000	2,212,000 in Nigeria (1991 UBS).
tiw	TIW	tiw	1500	1,500 (1983 Black). Population includes nonfluent speakers.
tix	TIX	tws	1631	1,631 (1980 census). Population includes 1,588 Isleta speakers (1980 census). 43 Sandia speakers (1990 census) out of 220 population. Ethnic population: 2,469 (1980 census) including 2,249 Isleta, 220 Sandia (1990 census).
tiy	TIY	try	50000	50,000 (2002 SIL). Ethnic population: 50,000.
tkl	TOK	tke	3242	1,405 in Tokelau (2004). Population total all countries: 3,242.
tkm	TKM	tkl	Extinct	Extinct.
tkr	TKR	tsa	20073	13,000 in Azerbaijan (1989 census). Population total all countries: 20,073. Ethnic population: 13,318 in Azerbaijan (1989 census).
tks	TKS	tts	220000	220000
tkw	TKW	bum	24	24 (1999 SIL).
tlb	TLB	tlo	27720	27,720 (2000 WCD).
tlc	TLC	tot	500	500 (1994 SIL).
tld	TLD	tld	60000	60,000 (1981 UBS).
tlf	TLF	tlf	5400	5,400 (1994 SIL).
tli	TLI	tli	845	700 in the USA (1995 M. Krauss). Population total all countries: 845. Ethnic population: 10,000 in the USA (1995 M. Krauss).
tlj	TLJ	tal	84357	53,467 in Uganda (1991 census). Population total all countries: 84,357.
tll	TEL	tet	750000	750,000 (1991 UBS).
tlo	TLO	jom	1500	1,500 (1989).
tly	TLY	taz	912000	800,000 in Azerbaijan (1996). Population total all countries: 912,000.
tly	TLY	tls	912000	800,000 in Azerbaijan (1996). Population total all countries: 912,000.
tma	TMA	mii	62931	62,931 (1993 census).
tma	TMA	tma	62931	62,931 (1993 census).
tmc	TMC	tmk	25249	25,249 (1993 census).
tmd	TMD	har	1000	1,000 (1988 B. Comrie). Many are monolingual.
tml	TML	asm	290	290 (1993 Doriot).
tmq	TMQ	tum	793	793 (2003 SIL).
tmu	TMU	iau	600	600 (2000 J. Bateman). 500 monolinguals. Ethnic population: 600 or more.
tna	TNA	tac	1821	1,821 (2000 W. Adelaar). Ethnic population: 5,058 (2000 W. Adelaar).
tnc	TNC	ret	300	300 (1976 SIL). Population includes 180 Tanimuca.
tnd	TND	tnb	50	50
tnk	TNK	kwr	2500	2,500 (1989 SIL).
tnl	TNL	len	6500	6,500 (1988 SIL).
tnm	TNM	tbl	3750	3,750 (1990 UBS).
tnt	TNT	tnt	150000	150,000 (1990).
tob	TOB	tob	20656	19,810 in Argentina (2000 WCD). Population total all countries: 20,656.
toi	TOI	toz	1517000	1,380,000 in Zambia (2001 Johnstone and Mandryk). Population includes 427,031 Tonga, 11,994 Toka, 7,874 Leya. Population total all countries: 1,517,000.
toj	TOJ	toj	36000	36,000 (1990 census). 7,700 monolinguals. Ethnic population: 36,000.
ton	TOV	tng	105319	96,334 in Tonga (1998). Population total all countries: 105,319.
too	TOO	txj	3000	3,000 (2000 SIL). 500 monolinguals. Ethnic population: 13,733 (2000 WCD).
top	TOP	tpa	80000	80,000 (1982 SIL).
tos	TOS	tos	120000	120,000 (1982 SIL).
tow	TOW	jem	1301	1,301 (1990 census). 6 monolinguals (1990). Ethnic population: 1,488 (1980 census).
tpi	PDG	tpi	121000	121,000 (2003 SIL). 50,000 monolinguals.
tpj	TAI	tpt	203	33 in Paraguay (1991 Adelaar). Population total all countries: 203. Ethnic population: 513 to 1,519 (2000 Adelaar).
tpm	TAM	tmp	16000	16,000 (2003).
tpq	TPQ	nyk	723	723 (1998).
tpx	TPX	tlp	33000	33,000 (1994 SIL). 10,000 monolinguals.
tpy	TPY	tru	78	78 (1995).
tqo	TPI	toa	23000	23,000 (1977 SIL).
tqw	TON	ton	Extinct	Extinct.
trc	TRC	tri	15000	15,000 (1990 census).
trg	TRG	nap	4378	4,228 in Israel (2001 WCD). Population total all countries: 4,378.
tri	TRI	tir	1151	822 in Suriname villages (1980 census). Population total all countries: 1,151.
tro	TRO	tao	870	870 (2000).
trp	TRP	kok	791000	691,000 in India (1997). Population total all countries: 791,000.
trr	TRR	tsr	1	1 (2002 SIL). Ethnic population: 20.
trs	TRS	trc	6000	6,000 (1982).
trv	TRV	see	4750	4,750 (2002 Council of Indigenous Peoples, Executive Yuan, ROC). Ethnic population: 4,750.
trw	TRW	trw	60000	60,000 (1987).
tsg	TSG	tsg	1022000	900,000 in the Philippines (2000 SIL). 250,000 monolinguals. Population total all countries: 1,022,000.
tsi	TSI	tsi	800	750 in Canada (2002 Poser). Population includes 1 Southern Tsimshian. Population total all countries: 800. Ethnic population: 3,200 in Canada (1995 M. Krauss).
tsj	TSJ	tgl	143000	138,000 in Bhutan (1993 Van Driem). Population total all countries: 143,000.
tsm	TSM	tui	No	No estimate available.
